id,label,solidity,ratio_of_areas
762,Pterocarya,0.967876487,1.349360088
966,Pterocarya,0.968528958,1.404037308
1518,Pterocarya,0.952740883,1.351499784
2,Pterocarya,0.966038967,1.342772213
1328,Pterocarya,0.972559629,1.423791002
937,Pterocarya,0.968486319,1.374504764
431,Pterocarya,0.967358677,1.316233272
1408,Pterocarya,0.966096505,1.398912315
1310,Quercus,0.8779121,1.664126429
1584,Quercus,0.920053704,1.588436046
955,Quercus,1,1.643069281
759,Quercus,0.878201442,1.627564132
595,Quercus,1,1.608818382
1157,Quercus,0.896069857,1.561823115
134,Quercus,0.898477105,1.659785421
21,Quercus,0.8421826,1.729260431
1134,Quercus,0.883245432,1.635872579
260,Quercus,0.884752231,1.651154118
517,Quercus,0.934676425,1.492079387
206,Quercus,0.938676669,1.479758688
387,Quercus,0.937288397,1.53371998
478,Quercus,0.926390757,1.361317216
392,Quercus,0.946574396,1.396076839
142,Quercus,0.940210685,1.425149454
340,Quercus,0.958813484,1.360371401
204,Quercus,0.920309763,1.448088152
243,Quercus,0.937215843,1.427725774
1457,Quercus,0.927878479,1.411913877
508,Quercus,0.96495055,1.383929795
958,Quercus,0.940969192,1.438359607
1312,Quercus,0.949367917,1.497542642
861,Quercus,0.943102732,1.459803698
75,Quercus,1,1.478255254
728,Quercus,0.945519428,1.477467264
1374,Quercus,0.950526588,1.458766063
849,Quercus,0.93765954,1.473160051
133,Quercus,0,1.505682467
1449,Quercus,0.936430073,1.462206124
1507,Quercus,0.892162925,1.659042675
452,Quercus,0.876924115,1.743569132
642,Quercus,0.870991878,1.810127876
14,Quercus,0.921777941,1.528173552
1205,Quercus,0.882712812,1.661185741
999,Quercus,0.876234194,1.730455768
896,Quercus,0.911662062,1.575717077
494,Quercus,0.912321315,1.664390233
742,Quercus,0.926349588,1.553739344
1424,Quercus,0.874721836,1.679394218
179,Quercus,0.918901521,1.562870801
848,Quercus,0.919028891,1.56272609
1358,Quercus,0.918095238,1.508630642
948,Quercus,0.924334114,1.581634159
76,Quercus,0.938871342,1.397289937
596,Quercus,0.926624688,1.448331419
1095,Quercus,0.941009676,1.502779292
826,Quercus,0.914649444,1.623046651
139,Quercus,0.931966046,1.489916541
10,Quercus,0.91936033,1.599735231
1048,Quercus,0.943567478,1.566538555
492,Quercus,0.919869367,1.566103914
228,Quercus,0.923830653,1.538094752
1051,Quercus,0.891491416,1.695996068
863,Quercus,0.885737066,1.702558159
766,Quercus,0.92379208,1.549812255
825,Quercus,0.925458857,1.451681768
1037,Quercus,0.900576237,1.755652296
1508,Quercus,0.916271271,1.615386076
815,Quercus,0.912925246,1.640817181
901,Quercus,0.823054731,1.760771812
1283,Quercus,0.733670835,2.076306197
667,Quercus,1,1.779064206
165,Quercus,0.80311616,1.891755046
1554,Quercus,0.825440431,1.757205526
548,Quercus,0.744210008,2.090580812
240,Quercus,0.760459964,1.993149853
1220,Quercus,1,1.796033887
1502,Quercus,0.808946534,1.924177527
897,Quercus,0.736505744,2.057625265
1291,Quercus,0.972124215,1.451539018
283,Quercus,0,1.492717709
1479,Quercus,1,1.482406555
458,Quercus,1,1.421154724
168,Quercus,0.968124196,1.534545399
821,Quercus,0.973102575,1.465460489
923,Quercus,0.974533558,1.503531402
326,Quercus,0.974173091,1.414662565
1061,Quercus,1,1.550831652
675,Quercus,0.965916943,1.466230689
1390,Quercus,0.93233394,1.432291805
1145,Quercus,0.950472023,1.426662479
69,Quercus,0.923353193,1.489466292
87,Quercus,0.9379609,1.463926312
1257,Quercus,0.946928918,1.395609528
632,Quercus,0.93245496,1.465068133
22,Quercus,0.940952448,1.423982869
1083,Quercus,0.945771875,1.352191483
840,Quercus,0.943207845,1.393929253
1027,Quercus,0.94495771,1.429915181
163,Quercus,1,2.947693009
605,Quercus,0,2.915719531
1007,Quercus,0.54463805,3.000774752
1530,Quercus,1,2.900971906
576,Quercus,0.557629153,2.70259687
510,Quercus,0.521800027,2.739200753
469,Quercus,0.532764315,2.754841499
841,Quercus,0.601552232,2.628903104
1539,Quercus,0.501939402,3.143200377
189,Quercus,0.518024354,2.779251378
129,Quercus,0.917464833,1.481709448
1142,Quercus,0.942158965,1.414561031
257,Quercus,0,1.56770192
768,Quercus,0.914535843,1.528731349
1072,Quercus,0.954317484,1.481404896
426,Quercus,0.972244018,1.358949609
755,Quercus,0.947131788,1.390946502
63,Quercus,0.876695965,1.6693835
369,Quercus,0.949758932,1.54307981
382,Quercus,0.181818182,1.40068139
581,Quercus,0.981711378,1.419227169
706,Quercus,0.968421177,1.537411054
1110,Quercus,0.975834431,1.508544922
1167,Quercus,0.982147395,1.377728184
816,Quercus,0.973840872,1.334918478
309,Quercus,0.974603451,1.379714906
270,Quercus,0.968323219,1.359569825
1275,Quercus,0.977884562,1.473028029
684,Quercus,0.978521984,1.382287337
330,Quercus,0.981514537,1.521149675
1292,Quercus,0.969309776,1.473149459
1123,Quercus,0.970330692,1.435505481
315,Quercus,0.964475477,1.490012921
101,Quercus,0.961296729,1.465764561
920,Quercus,0.980266739,1.347309489
1236,Quercus,0.967888957,1.424424348
215,Quercus,0.970386067,1.419697477
898,Quercus,0,1.444158298
899,Quercus,0.971179039,1.417155804
1101,Quercus,0.972905108,1.459293114
1281,Quercus,0.53260812,3.077807737
445,Quercus,0.543984874,2.164152278
767,Quercus,0.497379565,3.218235659
779,Quercus,0.537446793,2.992399166
938,Quercus,0.548651343,2.806879943
824,Quercus,0.466211484,3.43261419
1419,Quercus,1,2.813703937
344,Quercus,0.508569587,3.162982968
490,Quercus,0.50976367,3.014094708
564,Quercus,0.47298655,3.114564324
1480,Quercus,0.954512996,1.505127623
1327,Quercus,0.96629042,1.399371154
682,Quercus,0.953641696,1.491798319
1225,Quercus,0.924491195,1.524112042
654,Quercus,0.962497675,1.441969919
785,Quercus,0.927443265,1.492360698
82,Quercus,0.966460492,1.412239166
871,Quercus,0.966245445,1.360691802
1516,Quercus,0.95398787,1.480443317
1166,Quercus,0.953306906,1.50688626
275,Quercus,0.888670625,1.737800382
1171,Quercus,0.925592358,1.570269428
3,Quercus,0.8762506,1.819207794
628,Quercus,0.906531348,1.579431648
66,Quercus,0.904525988,1.615507339
1436,Quercus,0.924887523,1.536137062
1081,Quercus,0.903952376,1.633562138
801,Quercus,1,1.758870098
1130,Quercus,0.896973575,1.760480956
1366,Quercus,0.916781097,1.557716007
733,Quercus,0.948086331,1.606421046
618,Quercus,0.961197044,1.575801984
267,Quercus,0.955956255,1.56995657
539,Quercus,0.966380168,1.498063839
803,Quercus,0.958455192,1.595946735
35,Quercus,0.959318081,1.554290748
1348,Quercus,0.953313409,1.698756059
1006,Quercus,0.961028334,1.544268643
777,Quercus,0.954075798,1.479117399
1294,Quercus,0.952115371,1.545230821
497,Quercus,0.973003535,1.536589022
263,Quercus,0.979610662,1.489562343
1194,Quercus,0.983585101,1.487950951
812,Quercus,0.982191683,1.45417263
1365,Quercus,0.97557643,1.497031443
1282,Quercus,0.976828628,1.542379047
1380,Quercus,0.985630655,1.443290578
979,Quercus,0.983852839,1.432223751
435,Quercus,0.974275343,1.447288539
307,Quercus,0.979111353,1.471065943
1339,Quercus,0.928206748,1.592950609
879,Quercus,0.93196382,1.518052097
1244,Quercus,0.936349447,1.585841356
1329,Quercus,0.91669604,1.557756853
664,Quercus,0.93300234,1.428693154
1100,Quercus,0.930146505,1.520153551
1353,Quercus,0.929815742,1.523841794
918,Quercus,0.916370455,1.581564037
1253,Quercus,0.945496834,1.548174035
851,Quercus,0.913244825,1.552929282
202,Quercus,1,1.686373446
1168,Quercus,1,1.721014934
852,Quercus,1,1.675188221
487,Quercus,1,1.473762765
349,Quercus,1,1.749823193
1454,Quercus,1,1.729621662
67,Quercus,1,1.549217947
1529,Quercus,0,1.72854613
944,Quercus,1,1.707262306
989,Quercus,0,1.594080499
1459,Quercus,0.835655151,2.111760365
1388,Quercus,0.853763214,1.981810775
1180,Quercus,0.823914408,2.109226296
1559,Quercus,0.852095059,2.001612872
1571,Quercus,0.814163211,2.173483985
730,Quercus,0.935366279,1.661770091
485,Quercus,0.683779801,2.689487039
724,Quercus,0.902268484,1.771932897
693,Quercus,0.861901526,1.973726907
753,Quercus,0.88036394,1.893304982
130,Quercus,0.425634864,4.294489963
417,Quercus,0.464722312,3.660040614
1446,Quercus,0.429603418,3.922681824
1262,Quercus,0.429956712,3.934423194
329,Quercus,0.461787564,3.93778054
354,Quercus,0.404423226,4.215629771
1093,Quercus,0.433592641,3.827270404
1024,Quercus,0.458060708,2.94879626
262,Quercus,0.462160819,3.677773427
802,Quercus,0.391923566,4.28054653
1113,Quercus,0.976714276,1.391259034
1144,Quercus,0.974221702,1.429815959
1475,Quercus,0.979736435,1.391132333
1572,Quercus,0.966483516,1.535626834
1098,Quercus,0.978259807,1.410810441
1268,Quercus,0,1.463817188
1469,Quercus,0.979399833,1.463499104
796,Quercus,1,1.508921604
132,Quercus,0.98305104,1.479773616
127,Quercus,1,1.400403605
1326,Quercus,0.979288082,1.386291189
1491,Quercus,0.976940212,1.439663465
545,Quercus,0.971388706,1.494132986
43,Quercus,0.973458602,1.464283851
1494,Quercus,0.980881998,1.37571876
975,Quercus,0.979785209,1.409547598
911,Quercus,0.975781991,1.449894868
875,Quercus,0.978527517,1.464104617
40,Quercus,0.977774101,1.375269523
543,Quercus,0.971881599,1.429553265
451,Quercus,0.954837883,1.577156947
20,Quercus,1,1.607159959
860,Quercus,0.921364692,1.730044203
247,Quercus,0.941290153,1.668787195
657,Quercus,0.920090149,1.660304212
1090,Quercus,1,1.740099781
726,Quercus,0.926162714,1.615666591
433,Quercus,0.918274033,1.614636036
862,Quercus,0,1.711008965
1231,Quercus,0.941262981,1.56138644
1299,Quercus,0.808811583,1.716943798
521,Quercus,0.780053517,1.753345579
1276,Quercus,0.742066396,2.004574729
29,Quercus,0.791139082,1.821473888
885,Quercus,0.830618379,1.658947237
245,Quercus,0.782746429,1.958525931
1305,Quercus,0.812455865,1.934452138
303,Quercus,0.81073114,1.721436186
1563,Quercus,0.760869692,1.98765078
808,Quercus,0.831302461,1.772215502
1089,Quercus,0.753519626,2.106841342
194,Quercus,0.75177884,2.040742263
72,Quercus,0.655908674,2.531538437
460,Quercus,0.732465397,2.141801233
916,Quercus,0.669658599,2.28334663
298,Quercus,0.706882732,2.18075173
912,Quercus,0.729328556,2.153434329
1523,Quercus,0.773672916,1.916062209
333,Quercus,0.632764582,2.443626577
1170,Quercus,0.65495852,2.467128055
1163,Quercus,0.963688782,1.587443548
876,Quercus,0.982495687,1.476376246
481,Quercus,0.975340052,1.495522902
1552,Quercus,0.971482507,1.4895689
1337,Quercus,0.955701241,1.578235359
1120,Quercus,0.978142982,1.433792322
1323,Quercus,0.976366265,1.490797642
1399,Quercus,0.978749873,1.51633671
375,Quercus,0.970259235,1.358597195
1403,Quercus,0.978356917,1.521304459
383,Quercus,0.579116429,2.403719582
593,Quercus,0.658945123,2.112546916
420,Quercus,0.545257368,2.790252036
1582,Quercus,0.588023537,2.477148581
978,Quercus,0.787234043,2.245694604
11,Quercus,0.590669156,2.595130981
1432,Quercus,0.483749418,3.004472769
1128,Quercus,1,2.424094308
389,Quercus,0.590678598,2.441731567
356,Quercus,0.635862313,2.359615722
547,Quercus,1,1.353418732
482,Quercus,1,1.332095345
603,Quercus,0.939960382,1.351035323
171,Quercus,0,1.396601343
1222,Quercus,0.950066282,1.320113314
1359,Quercus,1,1.419351896
108,Quercus,1,1.422122342
951,Quercus,0.909146044,1.411219152
1402,Quercus,1,1.450587028
1010,Quercus,1,1.401161507
446,Quercus,0.517034954,2.982708264
355,Quercus,0.538362062,2.895549192
900,Quercus,0.509524177,2.928365759
1423,Quercus,0.541641733,2.873419484
1531,Quercus,0.584815917,2.690434911
563,Quercus,0.50784254,3.151217436
377,Quercus,0.497635191,3.053068759
1379,Quercus,0.568612147,2.939233547
1476,Quercus,0.569795033,2.993531981
468,Quercus,0.58224064,2.535012039
321,Quercus,0.925875822,1.50511031
92,Quercus,0.95123662,1.533905455
83,Quercus,0.962557024,1.470483728
1065,Quercus,0.961371049,1.485417916
813,Quercus,0.961058758,1.553562647
1278,Quercus,0.974117283,1.459101995
1569,Quercus,0.943748468,1.46966547
1549,Quercus,0.945472343,1.521857268
246,Quercus,0.90224452,1.67905061
822,Quercus,0.929442811,1.516013682
858,Quercus,0.559147812,2.746983203
936,Quercus,0.546952463,2.779170215
1500,Quercus,0.904761905,2.634541501
680,Quercus,0.562118205,2.848057863
823,Quercus,0.596307417,3.016532472
1555,Quercus,1,3.135725653
109,Quercus,0.564050772,2.788330305
438,Quercus,0.56066819,2.761579498
1341,Quercus,0.582600366,2.576149531
870,Quercus,0.564558872,2.952019408
319,Quercus,0,1.606008264
919,Quercus,1,1.530826976
84,Quercus,1,1.494001186
31,Quercus,1,1.572378963
1156,Quercus,1,1.648789178
491,Quercus,1,1.506903594
784,Quercus,1,1.588199967
1016,Quercus,1,1.62184025
444,Quercus,1,1.550085561
259,Quercus,0,1.497607874
32,Quercus,0,1.500596038
120,Quercus,0,1.599014081
190,Quercus,0,1.548082551
866,Quercus,0,1.627009817
64,Quercus,0.937509894,1.531570291
278,Quercus,0,1.521435458
327,Quercus,0,1.590252584
961,Quercus,0,1.564374891
692,Quercus,0,1.559988436
6,Quercus,0,1.61245119
323,Quercus,0.807929826,1.891766387
1187,Quercus,0.840302442,1.767329734
1557,Quercus,0.855112521,1.775320084
995,Quercus,0.804094224,1.821537985
1210,Quercus,0.835683774,1.74726124
1541,Quercus,0.834056772,1.798082648
776,Quercus,0.848932353,1.779106541
695,Quercus,0.826754049,1.811298066
1441,Quercus,0.828765787,1.787641836
850,Quercus,0.834068436,1.785452105
1375,Quercus,0.842265648,1.658969528
514,Quercus,0.887113908,1.733621644
524,Quercus,0.869472237,1.603809333
828,Quercus,0.887824296,1.58194864
1568,Quercus,0.91790771,1.538293892
1548,Quercus,0.876002219,1.594710426
350,Quercus,0.882151988,1.506350428
1515,Quercus,0.923456268,1.563359435
631,Quercus,0.906464029,1.498833995
345,Quercus,0.897329091,1.645825457
1148,Quercus,0.943527779,1.667072179
1492,Quercus,0.882730453,1.746188416
1317,Quercus,0.914333563,1.729954856
917,Quercus,0.936731492,1.642866381
280,Quercus,0.912670945,1.769854984
225,Quercus,0.906964211,1.731516298
1356,Quercus,0.910381231,1.624355288
934,Quercus,0.9139872,1.610483816
306,Quercus,0.93699593,1.645898976
379,Quercus,0.914585366,1.768237568
907,Rhododendron,0.983992904,1.403335599
927,Rhododendron,0.976917862,1.518921636
54,Rhododendron,0.971193973,1.618408606
778,Rhododendron,0.961610048,1.520557969
700,Rhododendron,0.973019476,1.53150438
710,Rhododendron,0.974841143,1.472832656
1352,Rhododendron,0.978116559,1.560352622
103,Rhododendron,0.977226848,1.432432432
1561,Rhododendron,0.981593124,1.522105124
1046,Rhododendron,0.981288035,1.459231419
1543,Salix,0.861036847,2.140811674
704,Salix,0.936063732,1.910047847
620,Salix,0.883024697,1.792333822
15,Salix,0.922018202,1.629003288
1472,Salix,1,1.980533028
1025,Salix,1,1.684973621
1073,Salix,1,1.732939174
1077,Salix,0.851566577,1.701292667
847,Salix,0.847091905,1.969269797
976,Salix,0.894315852,1.954694921
681,Salix,0.972482806,1.397620106
522,Salix,0.965924886,1.304615891
669,Salix,0.968804334,1.452038166
1201,Salix,0.970711319,1.322355822
1042,Salix,0.975966977,1.269946841
1221,Salix,0.970449393,1.338916149
1509,Salix,0.951223202,1.3612288
1532,Salix,0.969327201,1.352579939
1121,Salix,0.969201194,1.359945587
1442,Salix,0.982581287,1.22775356
798,Sorbus,0.939833853,1.51024339
1269,Sorbus,0.947195258,1.466036689
741,Sorbus,0.963612606,1.452929945
867,Sorbus,0.958120325,1.471436924
1395,Sorbus,0.959853988,1.484438399
1160,Sorbus,0.953653765,1.501903167
1200,Sorbus,0.944026906,1.473820814
714,Sorbus,1,1.398205208
1176,Sorbus,0.956993185,1.482798958
676,Sorbus,0.960763935,1.410657448
409,Tilia,0.941768294,1.578774117
959,Tilia,0.926564371,1.528277593
1062,Tilia,0.922888351,1.524686276
418,Tilia,0.919094604,1.590765709
1174,Tilia,0.928434394,1.55994237
386,Tilia,0.906797955,1.570864428
1482,Tilia,0.918914409,1.558375283
685,Tilia,0.930275546,1.614638117
1524,Tilia,0.918197868,1.596256674
107,Tilia,0.900819496,1.565089717
1152,Tilia,0.936043378,1.552833859
1040,Tilia,0.942368679,1.472821314
183,Tilia,0.926914992,1.597895465
239,Tilia,0.935643242,1.559299891
637,Tilia,0.941663612,1.470438128
1249,Tilia,0.928174768,1.499380248
1030,Tilia,0.932607526,1.58010371
466,Tilia,0.94082295,1.499406496
598,Tilia,0.943368866,1.445160502
416,Tilia,0.928219862,1.534717005
1335,Tilia,0.920087832,1.492975734
942,Tilia,0.919879025,1.483824111
50,Tilia,0.927224208,1.415281937
1544,Tilia,1,1.42112146
1059,Tilia,0.938005701,1.389027507
5,Tilia,0.918147152,1.421184567
459,Tilia,0.929197868,1.385394643
211,Tilia,0.923546838,1.49608488
1301,Tilia,0.93945335,1.493109172
649,Tilia,0.92599873,1.416157899
756,Ulmus,0.927849709,1.532603852
1135,Ulmus,0.932351732,1.517996488
436,Ulmus,0.923312398,1.613701084
1308,Ulmus,0.924585658,1.643262822
1448,Ulmus,0.928981724,1.651808999
1238,Ulmus,0.931492219,1.583786
1381,Ulmus,0.921478223,1.564966378
855,Ulmus,0.917136213,1.648489835
636,Ulmus,0.914913728,1.671414849
793,Ulmus,0.927804364,1.561167199
528,Viburnum,0.976437244,1.491011079
928,Viburnum,0.952826583,1.496557767
838,Viburnum,0.971764041,1.527143669
787,Viburnum,0.965066391,1.470157068
1211,Viburnum,0.977000156,1.461534332
869,Viburnum,0.9695926,1.554617702
1218,Viburnum,0.968524334,1.491946395
671,Viburnum,0.959570456,1.43421301
291,Viburnum,0.978237578,1.52074557
1240,Viburnum,0.963149242,1.548584164
1444,Viburnum,0.975196852,1.415627022
1226,Viburnum,0.97941929,1.369715393
152,Viburnum,0.984322082,1.35991929
1420,Viburnum,0.97847875,1.408243689
661,Viburnum,0.982391769,1.378781883
1474,Viburnum,0.98670982,1.413161801
1570,Viburnum,0.985612433,1.397581938
1300,Viburnum,0.98380663,1.343197429
556,Viburnum,0.983419713,1.439210883
1311,Viburnum,0.980038968,1.410924811
336,Zelkova,0.920637316,1.712832087
17,Zelkova,0.907170214,1.658210127
1410,Zelkova,0.901633886,1.73825458
1136,Zelkova,0.895844287,1.702219315
535,Zelkova,0.928309832,1.655859551
1265,Zelkova,0.901807484,1.698481686
993,Zelkova,0.917678859,1.620456983
1198,Zelkova,0.922016974,1.597849975
1443,Zelkova,0.913794486,1.698830308
718,Zelkova,0.916521505,1.670260148